year,state,gender,statistic,gross_income_euros
2010,Cantabria,male,90th_percentile,40639.73
2009,Cantabria,male,90th_percentile,37939.73
2008,Cantabria,male,90th_percentile,36889.2
2017,Castilla y León,both,mean,21846.88
2016,Castilla y León,both,mean,21551.57
2015,Castilla y León,both,mean,21296.1
2014,Castilla y León,both,mean,20524.83
2013,Castilla y León,both,mean,20440.56
2012,Castilla y León,both,mean,20569.14
2011,Castilla y León,both,mean,21029.37
2010,Castilla y León,both,mean,20960.87
2009,Castilla y León,both,mean,21037.13
2008,Castilla y León,both,mean,20218.21
2017,Castilla y León,both,10th_percentile,8450.96
2016,Castilla y León,both,10th_percentile,8070.71
2015,Castilla y León,both,10th_percentile,7992.37
2014,Castilla y León,both,10th_percentile,7293.62
2013,Castilla y León,both,10th_percentile,6898.27
2012,Castilla y León,both,10th_percentile,6960.99
2011,Castilla y León,both,10th_percentile,7779.75
2010,Castilla y León,both,10th_percentile,7430.51
2009,Castilla y León,both,10th_percentile,8736.0
2008,Castilla y León,both,10th_percentile,8878.06
2017,Castilla y León,both,lower_quartile,13426.68
2016,Castilla y León,both,lower_quartile,13301.51
2015,Castilla y León,both,lower_quartile,13117.8
2014,Castilla y León,both,lower_quartile,12826.83
2013,Castilla y León,both,lower_quartile,12370.71
2012,Castilla y León,both,lower_quartile,12679.08
2011,Castilla y León,both,lower_quartile,13282.54
2010,Castilla y León,both,lower_quartile,12848.71
2009,Castilla y León,both,lower_quartile,13087.83
2008,Castilla y León,both,lower_quartile,12828.48
2017,Castilla y León,both,median,18672.47
2016,Castilla y León,both,median,18594.84
2015,Castilla y León,both,median,18381.52
2014,Castilla y León,both,median,17687.69
2013,Castilla y León,both,median,17557.96
2012,Castilla y León,both,median,17465.56
2011,Castilla y León,both,median,17971.26
2010,Castilla y León,both,median,17669.77
2009,Castilla y León,both,median,17577.2
2008,Castilla y León,both,median,17246.99
2017,Castilla y León,both,upper_quartile,27329.11
2016,Castilla y León,both,upper_quartile,26885.14
2015,Castilla y León,both,upper_quartile,26642.59
2014,Castilla y León,both,upper_quartile,25454.21
2013,Castilla y León,both,upper_quartile,25707.27
2012,Castilla y León,both,upper_quartile,25576.57
2011,Castilla y León,both,upper_quartile,26353.94
2010,Castilla y León,both,upper_quartile,25971.3
2009,Castilla y León,both,upper_quartile,25778.46
2008,Castilla y León,both,upper_quartile,24759.69
2017,Castilla y León,both,90th_percentile,38408.41
2016,Castilla y León,both,90th_percentile,38498.41
2015,Castilla y León,both,90th_percentile,37758.8
2014,Castilla y León,both,90th_percentile,36260.53
2013,Castilla y León,both,90th_percentile,36672.65
2012,Castilla y León,both,90th_percentile,36245.68
2011,Castilla y León,both,90th_percentile,36889.73
2010,Castilla y León,both,90th_percentile,37418.49
2009,Castilla y León,both,90th_percentile,37155.42
2008,Castilla y León,both,90th_percentile,34896.49
2017,Castilla y León,female,mean,18796.93
2016,Castilla y León,female,mean,18662.42
2015,Castilla y León,female,mean,18523.74
2014,Castilla y León,female,mean,17682.88
2013,Castilla y León,female,mean,17429.41
2012,Castilla y León,female,mean,17552.07
2011,Castilla y León,female,mean,18193.91
2010,Castilla y León,female,mean,17683.88
2009,Castilla y León,female,mean,18249.87
2008,Castilla y León,female,mean,17573.56
2017,Castilla y León,female,10th_percentile,7108.18
2016,Castilla y León,female,10th_percentile,6707.29
2015,Castilla y León,female,10th_percentile,6793.86
2014,Castilla y León,female,10th_percentile,5727.2
2013,Castilla y León,female,10th_percentile,5630.59
2012,Castilla y León,female,10th_percentile,6076.19
2011,Castilla y León,female,10th_percentile,6363.75
2010,Castilla y León,female,10th_percentile,6035.57
2009,Castilla y León,female,10th_percentile,6789.42
2008,Castilla y León,female,10th_percentile,6753.94
2017,Castilla y León,female,lower_quartile,10770.0
2016,Castilla y León,female,lower_quartile,10755.51
2015,Castilla y León,female,lower_quartile,10703.93
2014,Castilla y León,female,lower_quartile,9690.44
2013,Castilla y León,female,lower_quartile,9825.12
2012,Castilla y León,female,lower_quartile,10185.0
2011,Castilla y León,female,lower_quartile,10688.79
2010,Castilla y León,female,lower_quartile,10239.1
2009,Castilla y León,female,lower_quartile,10573.33
2008,Castilla y León,female,lower_quartile,10445.72
2017,Castilla y León,female,median,15985.41
2016,Castilla y León,female,median,15916.57
2015,Castilla y León,female,median,15806.28
2014,Castilla y León,female,median,15269.56
2013,Castilla y León,female,median,15087.95
2012,Castilla y León,female,median,15275.45
2011,Castilla y León,female,median,15805.06
2010,Castilla y León,female,median,15103.16
2009,Castilla y León,female,median,15309.12
2008,Castilla y León,female,median,14817.65
2017,Castilla y León,female,upper_quartile,23910.55
2016,Castilla y León,female,upper_quartile,23777.45
2015,Castilla y León,female,upper_quartile,23633.69
2014,Castilla y León,female,upper_quartile,23002.6
2013,Castilla y León,female,upper_quartile,22461.94
2012,Castilla y León,female,upper_quartile,22631.56
2011,Castilla y León,female,upper_quartile,23222.14
2010,Castilla y León,female,upper_quartile,21828.54
2009,Castilla y León,female,upper_quartile,22894.37
2008,Castilla y León,female,upper_quartile,21733.65
2017,Castilla y León,female,90th_percentile,33965.65
2016,Castilla y León,female,90th_percentile,34192.43
2015,Castilla y León,female,90th_percentile,33804.92
2014,Castilla y León,female,90th_percentile,31727.83
2013,Castilla y León,female,90th_percentile,32263.4
2012,Castilla y León,female,90th_percentile,31079.31
2011,Castilla y León,female,90th_percentile,33356.31
2010,Castilla y León,female,90th_percentile,32436.47
2009,Castilla y León,female,90th_percentile,33030.68
2008,Castilla y León,female,90th_percentile,32489.41
2017,Castilla y León,male,mean,24782.8
2016,Castilla y León,male,mean,24445.65
2015,Castilla y León,male,mean,24135.64
2014,Castilla y León,male,mean,22904.8
2013,Castilla y León,male,mean,23379.0
2012,Castilla y León,male,mean,23473.82
2011,Castilla y León,male,mean,23482.58
2010,Castilla y León,male,mean,23640.67
2009,Castilla y León,male,mean,23116.47
2008,Castilla y León,male,mean,22117.28
2017,Castilla y León,male,10th_percentile,11579.65
2016,Castilla y León,male,10th_percentile,11766.15
2015,Castilla y León,male,10th_percentile,11661.8
2014,Castilla y León,male,10th_percentile,10527.66
2013,Castilla y León,male,10th_percentile,10053.48
2012,Castilla y León,male,10th_percentile,10546.54
2011,Castilla y León,male,10th_percentile,11150.4
2010,Castilla y León,male,10th_percentile,11506.5
2009,Castilla y León,male,10th_percentile,11483.69
2008,Castilla y León,male,10th_percentile,11400.0
2017,Castilla y León,male,lower_quartile,16324.44
2016,Castilla y León,male,lower_quartile,16057.8
2015,Castilla y León,male,lower_quartile,15929.93
2014,Castilla y León,male,lower_quartile,15051.88
2013,Castilla y León,male,lower_quartile,15099.09
2012,Castilla y León,male,lower_quartile,15225.36
2011,Castilla y León,male,lower_quartile,15343.78
2010,Castilla y León,male,lower_quartile,15278.42
2009,Castilla y León,male,lower_quartile,14865.17
2008,Castilla y León,male,lower_quartile,14656.35
2017,Castilla y León,male,median,21162.75
2016,Castilla y León,male,median,20596.75
2015,Castilla y León,male,median,20548.94
2014,Castilla y León,male,median,19479.68
2013,Castilla y León,male,median,19873.03
2012,Castilla y León,male,median,19680.54
2011,Castilla y León,male,median,19891.88
2010,Castilla y León,male,median,19553.56
2009,Castilla y León,male,median,19133.17
2008,Castilla y León,male,median,18663.75
2017,Castilla y León,male,upper_quartile,30184.74
2016,Castilla y León,male,upper_quartile,29689.71
2015,Castilla y León,male,upper_quartile,29338.96
2014,Castilla y León,male,upper_quartile,27468.29
2013,Castilla y León,male,upper_quartile,28688.85
2012,Castilla y León,male,upper_quartile,28604.84
2011,Castilla y León,male,upper_quartile,28520.08
2010,Castilla y León,male,upper_quartile,28604.57
2009,Castilla y León,male,upper_quartile,27749.03
2008,Castilla y León,male,upper_quartile,26504.73
2017,Castilla y León,male,90th_percentile,42565.56
2016,Castilla y León,male,90th_percentile,42122.63
2015,Castilla y León,male,90th_percentile,41065.81
2014,Castilla y León,male,90th_percentile,39780.1
2013,Castilla y León,male,90th_percentile,39842.97
2012,Castilla y León,male,90th_percentile,40693.56
2011,Castilla y León,male,90th_percentile,39312.86
2010,Castilla y León,male,90th_percentile,40892.8
2009,Castilla y León,male,90th_percentile,39100.05
2008,Castilla y León,male,90th_percentile,36889.2
2017,Castilla - La Mancha,both,mean,21033.32
2016,Castilla - La Mancha,both,mean,20825.87
2015,Castilla - La Mancha,both,mean,20670.55
2014,Castilla - La Mancha,both,mean,20644.88
2013,Castilla - La Mancha,both,mean,20630.07
2012,Castilla - La Mancha,both,mean,20536.42
2011,Castilla - La Mancha,both,mean,20664.9
2010,Castilla - La Mancha,both,mean,20363.01
2009,Castilla - La Mancha,both,mean,20228.79
2008,Castilla - La Mancha,both,mean,19736.37
2017,Castilla - La Mancha,both,10th_percentile,7860.36
2016,Castilla - La Mancha,both,10th_percentile,7404.0
2015,Castilla - La Mancha,both,10th_percentile,7292.25
2014,Castilla - La Mancha,both,10th_percentile,7571.41
2013,Castilla - La Mancha,both,10th_percentile,7545.12
2012,Castilla - La Mancha,both,10th_percentile,7678.67
2011,Castilla - La Mancha,both,10th_percentile,8133.07
2010,Castilla - La Mancha,both,10th_percentile,8409.04
2009,Castilla - La Mancha,both,10th_percentile,8084.76
2008,Castilla - La Mancha,both,10th_percentile,8807.16
2017,Castilla - La Mancha,both,lower_quartile,12959.57
2016,Castilla - La Mancha,both,lower_quartile,12954.4
2015,Castilla - La Mancha,both,lower_quartile,12932.13
2014,Castilla - La Mancha,both,lower_quartile,13230.07
2013,Castilla - La Mancha,both,lower_quartile,12921.49
2012,Castilla - La Mancha,both,lower_quartile,12975.76
2011,Castilla - La Mancha,both,lower_quartile,13503.19
2010,Castilla - La Mancha,both,lower_quartile,13350.05
2009,Castilla - La Mancha,both,lower_quartile,13267.84
2008,Castilla - La Mancha,both,lower_quartile,12816.57
2017,Castilla - La Mancha,both,median,17735.19
2016,Castilla - La Mancha,both,median,17874.62
2015,Castilla - La Mancha,both,median,17741.88
2014,Castilla - La Mancha,both,median,17912.98
2013,Castilla - La Mancha,both,median,17443.75
2012,Castilla - La Mancha,both,median,17300.72
2011,Castilla - La Mancha,both,median,17850.54
2010,Castilla - La Mancha,both,median,17378.84
2009,Castilla - La Mancha,both,median,17069.99
2008,Castilla - La Mancha,both,median,16581.33
2017,Castilla - La Mancha,both,upper_quartile,25187.76
2016,Castilla - La Mancha,both,upper_quartile,25396.88
2015,Castilla - La Mancha,both,upper_quartile,25340.2
2014,Castilla - La Mancha,both,upper_quartile,25434.91
2013,Castilla - La Mancha,both,upper_quartile,24539.28
2012,Castilla - La Mancha,both,upper_quartile,24335.34
2011,Castilla - La Mancha,both,upper_quartile,25021.38
2010,Castilla - La Mancha,both,upper_quartile,24213.82
2009,Castilla - La Mancha,both,upper_quartile,23687.01
2008,Castilla - La Mancha,both,upper_quartile,23272.64
2017,Castilla - La Mancha,both,90th_percentile,38095.73
2016,Castilla - La Mancha,both,90th_percentile,37189.89
2015,Castilla - La Mancha,both,90th_percentile,36955.72
2014,Castilla - La Mancha,both,90th_percentile,35805.3
2013,Castilla - La Mancha,both,90th_percentile,36983.04
2012,Castilla - La Mancha,both,90th_percentile,36343.49
2011,Castilla - La Mancha,both,90th_percentile,35788.51
2010,Castilla - La Mancha,both,90th_percentile,35032.02
2009,Castilla - La Mancha,both,90th_percentile,34794.54
2008,Castilla - La Mancha,both,90th_percentile,34120.72
2017,Castilla - La Mancha,female,mean,18327.35
2016,Castilla - La Mancha,female,mean,18213.71
2015,Castilla - La Mancha,female,mean,18097.55
2014,Castilla - La Mancha,female,mean,18157.02
2013,Castilla - La Mancha,female,mean,17481.02
2012,Castilla - La Mancha,female,mean,17527.3
2011,Castilla - La Mancha,female,mean,18001.99
2010,Castilla - La Mancha,female,mean,17913.0
2009,Castilla - La Mancha,female,mean,17709.92
2008,Castilla - La Mancha,female,mean,17562.94
2017,Castilla - La Mancha,female,10th_percentile,6471.33
2016,Castilla - La Mancha,female,10th_percentile,5937.41
2015,Castilla - La Mancha,female,10th_percentile,5859.39
2014,Castilla - La Mancha,female,10th_percentile,5836.2
2013,Castilla - La Mancha,female,10th_percentile,6060.23
2012,Castilla - La Mancha,female,10th_percentile,6099.08
2011,Castilla - La Mancha,female,10th_percentile,6701.46
2010,Castilla - La Mancha,female,10th_percentile,6512.52
2009,Castilla - La Mancha,female,10th_percentile,6648.21
2008,Castilla - La Mancha,female,10th_percentile,6701.4
2017,Castilla - La Mancha,female,lower_quartile,9930.07
2016,Castilla - La Mancha,female,lower_quartile,9795.42
2015,Castilla - La Mancha,female,lower_quartile,9470.08
2014,Castilla - La Mancha,female,lower_quartile,10095.37
2013,Castilla - La Mancha,female,lower_quartile,9962.03
2012,Castilla - La Mancha,female,lower_quartile,10004.38
2011,Castilla - La Mancha,female,lower_quartile,10865.51
2010,Castilla - La Mancha,female,lower_quartile,10193.69
2009,Castilla - La Mancha,female,lower_quartile,10302.2
2008,Castilla - La Mancha,female,lower_quartile,10271.64
2017,Castilla - La Mancha,female,median,15130.6
2016,Castilla - La Mancha,female,median,15670.87
2015,Castilla - La Mancha,female,median,15566.1
2014,Castilla - La Mancha,female,median,15860.4
2013,Castilla - La Mancha,female,median,15206.58
2012,Castilla - La Mancha,female,median,14956.86
2011,Castilla - La Mancha,female,median,16092.7
2010,Castilla - La Mancha,female,median,15059.88
2009,Castilla - La Mancha,female,median,15057.5
2008,Castilla - La Mancha,female,median,14887.81
2017,Castilla - La Mancha,female,upper_quartile,23041.89
2016,Castilla - La Mancha,female,upper_quartile,23699.63
2015,Castilla - La Mancha,female,upper_quartile,23406.5
2014,Castilla - La Mancha,female,upper_quartile,24006.32
2013,Castilla - La Mancha,female,upper_quartile,22000.48
2012,Castilla - La Mancha,female,upper_quartile,21632.21
2011,Castilla - La Mancha,female,upper_quartile,22729.09
2010,Castilla - La Mancha,female,upper_quartile,22265.92
2009,Castilla - La Mancha,female,upper_quartile,22109.88
2008,Castilla - La Mancha,female,upper_quartile,22037.78
2017,Castilla - La Mancha,female,90th_percentile,33944.24
2016,Castilla - La Mancha,female,90th_percentile,33367.32
2015,Castilla - La Mancha,female,90th_percentile,34183.05
2014,Castilla - La Mancha,female,90th_percentile,32820.82
2013,Castilla - La Mancha,female,90th_percentile,31051.78
2012,Castilla - La Mancha,female,90th_percentile,31989.91
2011,Castilla - La Mancha,female,90th_percentile,31372.42
2010,Castilla - La Mancha,female,90th_percentile,32039.81
2009,Castilla - La Mancha,female,90th_percentile,32205.79
2008,Castilla - La Mancha,female,90th_percentile,32148.89
2017,Castilla - La Mancha,male,mean,23160.99
2016,Castilla - La Mancha,male,mean,22871.41
2015,Castilla - La Mancha,male,mean,22765.56
2014,Castilla - La Mancha,male,mean,22719.35
2013,Castilla - La Mancha,male,mean,23316.59
2012,Castilla - La Mancha,male,mean,22810.39
2011,Castilla - La Mancha,male,mean,22771.53
2010,Castilla - La Mancha,male,mean,22292.84
2009,Castilla - La Mancha,male,mean,21980.61
2008,Castilla - La Mancha,male,mean,21141.95
2017,Castilla - La Mancha,male,10th_percentile,10444.27
2016,Castilla - La Mancha,male,10th_percentile,10755.57
2015,Castilla - La Mancha,male,10th_percentile,10728.17
2014,Castilla - La Mancha,male,10th_percentile,10584.05
2013,Castilla - La Mancha,male,10th_percentile,11457.96
2012,Castilla - La Mancha,male,10th_percentile,11269.71
2011,Castilla - La Mancha,male,10th_percentile,11877.96
2010,Castilla - La Mancha,male,10th_percentile,12048.0
2009,Castilla - La Mancha,male,10th_percentile,11709.13
2008,Castilla - La Mancha,male,10th_percentile,11517.69
2017,Castilla - La Mancha,male,lower_quartile,15625.8
2016,Castilla - La Mancha,male,lower_quartile,15291.06
2015,Castilla - La Mancha,male,lower_quartile,15232.03
2014,Castilla - La Mancha,male,lower_quartile,15390.93
2013,Castilla - La Mancha,male,lower_quartile,15229.86
2012,Castilla - La Mancha,male,lower_quartile,15036.25
2011,Castilla - La Mancha,male,lower_quartile,15319.59
2010,Castilla - La Mancha,male,lower_quartile,15304.92
2009,Castilla - La Mancha,male,lower_quartile,14896.75
2008,Castilla - La Mancha,male,lower_quartile,14405.04
2017,Castilla - La Mancha,male,median,19295.42
2016,Castilla - La Mancha,male,median,19380.27
2015,Castilla - La Mancha,male,median,19305.7
2014,Castilla - La Mancha,male,median,19137.2
2013,Castilla - La Mancha,male,median,19200.0
2012,Castilla - La Mancha,male,median,18780.36
2011,Castilla - La Mancha,male,median,19145.12
2010,Castilla - La Mancha,male,median,18649.8
2009,Castilla - La Mancha,male,median,18001.5
2008,Castilla - La Mancha,male,median,17456.35
2017,Castilla - La Mancha,male,upper_quartile,26863.69
2016,Castilla - La Mancha,male,upper_quartile,26871.63
2015,Castilla - La Mancha,male,upper_quartile,26995.82
2014,Castilla - La Mancha,male,upper_quartile,26908.12
2013,Castilla - La Mancha,male,upper_quartile,26999.96
2012,Castilla - La Mancha,male,upper_quartile,26771.49
2011,Castilla - La Mancha,male,upper_quartile,26562.59
2010,Castilla - La Mancha,male,upper_quartile,25468.7
2009,Castilla - La Mancha,male,upper_quartile,25093.3
2008,Castilla - La Mancha,male,upper_quartile,24158.8
2017,Castilla - La Mancha,male,90th_percentile,40480.9
2016,Castilla - La Mancha,male,90th_percentile,39499.96
2015,Castilla - La Mancha,male,90th_percentile,39411.46
2014,Castilla - La Mancha,male,90th_percentile,37963.71
2013,Castilla - La Mancha,male,90th_percentile,40483.01
2012,Castilla - La Mancha,male,90th_percentile,39418.66
2011,Castilla - La Mancha,male,90th_percentile,38798.68
2010,Castilla - La Mancha,male,90th_percentile,37240.13
2009,Castilla - La Mancha,male,90th_percentile,36378.04
2008,Castilla - La Mancha,male,90th_percentile,35573.85
2017,Cataluña,both,mean,25180.45
2016,Cataluña,both,mean,24454.64
2015,Cataluña,both,mean,24321.57
2014,Cataluña,both,mean,23927.17
2013,Cataluña,both,mean,24253.73
2012,Cataluña,both,mean,24436.39
2011,Cataluña,both,mean,24499.32
2010,Cataluña,both,mean,24449.19
2009,Cataluña,both,mean,23851.31
2008,Cataluña,both,mean,23375.54
2017,Cataluña,both,10th_percentile,9176.86
2016,Cataluña,both,10th_percentile,8470.49
2015,Cataluña,both,10th_percentile,8246.79
2014,Cataluña,both,10th_percentile,7841.98
2013,Cataluña,both,10th_percentile,8068.64
2012,Cataluña,both,10th_percentile,8684.82
2011,Cataluña,both,10th_percentile,8870.68
2010,Cataluña,both,10th_percentile,9237.79
2009,Cataluña,both,10th_percentile,9246.15
2008,Cataluña,both,10th_percentile,9221.03
2017,Cataluña,both,lower_quartile,15053.96
2016,Cataluña,both,lower_quartile,14238.29
2015,Cataluña,both,lower_quartile,14345.12
2014,Cataluña,both,lower_quartile,14010.69
2013,Cataluña,both,lower_quartile,13986.96
2012,Cataluña,both,lower_quartile,14429.08
2011,Cataluña,both,lower_quartile,14411.74
2010,Cataluña,both,lower_quartile,14476.86
2009,Cataluña,both,lower_quartile,14465.39
2008,Cataluña,both,lower_quartile,14162.82
2017,Cataluña,both,median,21719.75
2016,Cataluña,both,median,21188.49
2015,Cataluña,both,median,20972.14
2014,Cataluña,both,median,20601.39
2013,Cataluña,both,median,20763.38
2012,Cataluña,both,median,20991.85
2011,Cataluña,both,median,21249.33
2010,Cataluña,both,median,20851.5
2009,Cataluña,both,median,20633.92
2008,Cataluña,both,median,19904.44
2017,Cataluña,both,upper_quartile,31978.51
2016,Cataluña,both,upper_quartile,31049.4
2015,Cataluña,both,upper_quartile,30990.88
2014,Cataluña,both,upper_quartile,30160.92
2013,Cataluña,both,upper_quartile,31029.13
2012,Cataluña,both,upper_quartile,30987.63
2011,Cataluña,both,upper_quartile,31064.75
2010,Cataluña,both,upper_quartile,30359.0
2009,Cataluña,both,upper_quartile,29809.68
2008,Cataluña,both,upper_quartile,28826.15
2017,Cataluña,both,90th_percentile,43960.53
2016,Cataluña,both,90th_percentile,42850.9
2015,Cataluña,both,90th_percentile,42581.49
2014,Cataluña,both,90th_percentile,42426.96
2013,Cataluña,both,90th_percentile,43498.89
2012,Cataluña,both,90th_percentile,43224.21
2011,Cataluña,both,90th_percentile,42613.63
2010,Cataluña,both,90th_percentile,42967.11
2009,Cataluña,both,90th_percentile,41470.48
2008,Cataluña,both,90th_percentile,40774.57
2017,Cataluña,female,mean,21801.47
2016,Cataluña,female,mean,21110.34
2015,Cataluña,female,mean,20946.56
2014,Cataluña,female,mean,20324.88
2013,Cataluña,female,mean,20740.55
2012,Cataluña,female,mean,20931.07
2011,Cataluña,female,mean,20799.94
2010,Cataluña,female,mean,21042.14
2009,Cataluña,female,mean,20467.14
2008,Cataluña,female,mean,19928.48
2017,Cataluña,female,10th_percentile,7759.96
2016,Cataluña,female,10th_percentile,7232.95
2015,Cataluña,female,10th_percentile,6943.29
2014,Cataluña,female,10th_percentile,6282.79
2013,Cataluña,female,10th_percentile,6876.2
2012,Cataluña,female,10th_percentile,7299.54
2011,Cataluña,female,10th_percentile,7587.42
2010,Cataluña,female,10th_percentile,7684.54
2009,Cataluña,female,10th_percentile,7817.9
2008,Cataluña,female,10th_percentile,7661.82
2017,Cataluña,female,lower_quartile,12586.62
2016,Cataluña,female,lower_quartile,11795.02
2015,Cataluña,female,lower_quartile,11824.84
2014,Cataluña,female,lower_quartile,11593.37
2013,Cataluña,female,lower_quartile,11897.88
2012,Cataluña,female,lower_quartile,12321.69
2011,Cataluña,female,lower_quartile,12307.46
2010,Cataluña,female,lower_quartile,12314.57
2009,Cataluña,female,lower_quartile,12155.03
2008,Cataluña,female,lower_quartile,11900.52
2017,Cataluña,female,median,18865.83
2016,Cataluña,female,median,18372.96
2015,Cataluña,female,median,18088.32
2014,Cataluña,female,median,17964.44
2013,Cataluña,female,median,17962.12
2012,Cataluña,female,median,18049.47
2011,Cataluña,female,median,18209.1
2010,Cataluña,female,median,18016.02
2009,Cataluña,female,median,17630.34
2008,Cataluña,female,median,16949.36
2017,Cataluña,female,upper_quartile,27662.18
2016,Cataluña,female,upper_quartile,27070.15
2015,Cataluña,female,upper_quartile,26996.55
2014,Cataluña,female,upper_quartile,25959.58
2013,Cataluña,female,upper_quartile,26311.19
2012,Cataluña,female,upper_quartile,26388.98
2011,Cataluña,female,upper_quartile,26333.29
2010,Cataluña,female,upper_quartile,26680.29
2009,Cataluña,female,upper_quartile,25885.35
2008,Cataluña,female,upper_quartile,24755.68
2017,Cataluña,female,90th_percentile,38780.08
2016,Cataluña,female,90th_percentile,37765.35
2015,Cataluña,female,90th_percentile,37670.88
2014,Cataluña,female,90th_percentile,36695.83
2013,Cataluña,female,90th_percentile,37098.02
2012,Cataluña,female,90th_percentile,36955.81
2011,Cataluña,female,90th_percentile,36132.88
2010,Cataluña,female,90th_percentile,37712.35
2009,Cataluña,female,90th_percentile,36491.66
2008,Cataluña,female,90th_percentile,35008.98
2017,Cataluña,male,mean,28323.31
2016,Cataluña,male,mean,27572.76
2015,Cataluña,male,mean,27514.06
2014,Cataluña,male,mean,27447.71
2013,Cataluña,male,mean,27684.3
2012,Cataluña,male,mean,27836.4
2011,Cataluña,male,mean,28025.61
2010,Cataluña,male,mean,27601.02
2009,Cataluña,male,mean,26901.3
2008,Cataluña,male,mean,26353.89
2017,Cataluña,male,10th_percentile,11820.25
2016,Cataluña,male,10th_percentile,10938.93
2015,Cataluña,male,10th_percentile,11525.97
2014,Cataluña,male,10th_percentile,10939.62
2013,Cataluña,male,10th_percentile,10020.04
2012,Cataluña,male,10th_percentile,10646.13
2011,Cataluña,male,10th_percentile,11300.62
2010,Cataluña,male,10th_percentile,11457.82
2009,Cataluña,male,10th_percentile,12265.32
2008,Cataluña,male,10th_percentile,12000.0
2017,Cataluña,male,lower_quartile,17760.96
2016,Cataluña,male,lower_quartile,17240.34
2015,Cataluña,male,lower_quartile,17334.06
2014,Cataluña,male,lower_quartile,16984.0
2013,Cataluña,male,lower_quartile,16696.72
2012,Cataluña,male,lower_quartile,17100.34
2011,Cataluña,male,lower_quartile,17521.2
2010,Cataluña,male,lower_quartile,17254.96
2009,Cataluña,male,lower_quartile,16978.71
2008,Cataluña,male,lower_quartile,16421.65
2017,Cataluña,male,median,24473.89
2016,Cataluña,male,median,24050.27
2015,Cataluña,male,median,23738.27
2014,Cataluña,male,median,23715.3
2013,Cataluña,male,median,23922.5
2012,Cataluña,male,median,24001.24
2011,Cataluña,male,median,24093.65
2010,Cataluña,male,median,23488.62
2009,Cataluña,male,median,23196.66
2008,Cataluña,male,median,22477.59
2017,Cataluña,male,upper_quartile,35500.0
2016,Cataluña,male,upper_quartile,34772.08
2015,Cataluña,male,upper_quartile,34866.72
2014,Cataluña,male,upper_quartile,33817.99
2013,Cataluña,male,upper_quartile,34989.82
2012,Cataluña,male,upper_quartile,34612.4
2011,Cataluña,male,upper_quartile,34839.68
2010,Cataluña,male,upper_quartile,34215.18
2009,Cataluña,male,upper_quartile,32997.5
2008,Cataluña,male,upper_quartile,32385.25
2017,Cataluña,male,90th_percentile,48108.8
2016,Cataluña,male,90th_percentile,47017.34
2015,Cataluña,male,90th_percentile,46653.12
2014,Cataluña,male,90th_percentile,47782.56
2013,Cataluña,male,90th_percentile,49384.57
2012,Cataluña,male,90th_percentile,48599.16
2011,Cataluña,male,90th_percentile,47976.96
2010,Cataluña,male,90th_percentile,47838.28
2009,Cataluña,male,90th_percentile,45902.67
2008,Cataluña,male,90th_percentile,45276.71
2017,Comunitat Valenciana,both,mean,21362.39
2016,Comunitat Valenciana,both,mean,21168.81
2015,Comunitat Valenciana,both,mean,20935.41
2014,Comunitat Valenciana,both,mean,20639.58
2013,Comunitat Valenciana,both,mean,20878.02
2012,Comunitat Valenciana,both,mean,21223.72
2011,Comunitat Valenciana,both,mean,21316.34
2010,Comunitat Valenciana,both,mean,20707.24
2009,Comunitat Valenciana,both,mean,20489.79
2008,Comunitat Valenciana,both,mean,19793.62
2017,Comunitat Valenciana,both,10th_percentile,7265.78
2016,Comunitat Valenciana,both,10th_percentile,7043.28
2015,Comunitat Valenciana,both,10th_percentile,6897.32
2014,Comunitat Valenciana,both,10th_percentile,6636.24
2013,Comunitat Valenciana,both,10th_percentile,7283.51
2012,Comunitat Valenciana,both,10th_percentile,7487.14
2011,Comunitat Valenciana,both,10th_percentile,7747.32
2010,Comunitat Valenciana,both,10th_percentile,7718.91
2009,Comunitat Valenciana,both,10th_percentile,7612.14
2008,Comunitat Valenciana,both,10th_percentile,8317.02
2017,Comunitat Valenciana,both,lower_quartile,12865.12
2016,Comunitat Valenciana,both,lower_quartile,12808.8
2015,Comunitat Valenciana,both,lower_quartile,12428.28
2014,Comunitat Valenciana,both,lower_quartile,12244.8
2013,Comunitat Valenciana,both,lower_quartile,12362.83
2012,Comunitat Valenciana,both,lower_quartile,12887.28
2011,Comunitat Valenciana,both,lower_quartile,12977.23
2010,Comunitat Valenciana,both,lower_quartile,12962.67
2009,Comunitat Valenciana,both,lower_quartile,12850.38
2008,Comunitat Valenciana,both,lower_quartile,12797.3
2017,Comunitat Valenciana,both,median,18310.86
2016,Comunitat Valenciana,both,median,18008.49
2015,Comunitat Valenciana,both,median,18000.0
2014,Comunitat Valenciana,both,median,17856.7
2013,Comunitat Valenciana,both,median,17865.28
2012,Comunitat Valenciana,both,median,18074.33
2011,Comunitat Valenciana,both,median,18137.57
2010,Comunitat Valenciana,both,median,17483.64
2009,Comunitat Valenciana,both,median,17429.24
2008,Comunitat Valenciana,both,median,16863.72
2017,Comunitat Valenciana,both,upper_quartile,26410.0
2016,Comunitat Valenciana,both,upper_quartile,26271.94
2015,Comunitat Valenciana,both,upper_quartile,25743.45
2014,Comunitat Valenciana,both,upper_quartile,25339.66
2013,Comunitat Valenciana,both,upper_quartile,25586.28
2012,Comunitat Valenciana,both,upper_quartile,25978.62
